assignment_id,user_id,experiment_name,variant,assigned_at
159-TipPrompt_2025Q2,159,TipPrompt_2025Q2,persuasive,2025-04-18T00:00:00
161-PriceTest_2025Q2,161,PriceTest_2025Q2,A,2025-06-21T00:00:00
161-TipPrompt_2025Q2,161,TipPrompt_2025Q2,social_proof,2025-06-21T00:00:00
163-PriceTest_2025Q2,163,PriceTest_2025Q2,A,2025-04-12T00:00:00
163-TipPrompt_2025Q2,163,TipPrompt_2025Q2,persuasive,2025-04-12T00:00:00
164-PriceTest_2025Q2,164,PriceTest_2025Q2,B,2025-06-21T00:00:00
164-TipPrompt_2025Q2,164,TipPrompt_2025Q2,control,2025-06-21T00:00:00
165-PriceTest_2025Q2,165,PriceTest_2025Q2,B,2025-04-28T00:00:00
165-TipPrompt_2025Q2,165,TipPrompt_2025Q2,social_proof,2025-04-28T00:00:00
166-TipPrompt_2025Q2,166,TipPrompt_2025Q2,persuasive,2025-07-12T00:00:00
168-PriceTest_2025Q2,168,PriceTest_2025Q2,A,2025-06-09T00:00:00
168-TipPrompt_2025Q2,168,TipPrompt_2025Q2,persuasive,2025-06-09T00:00:00
170-PriceTest_2025Q2,170,PriceTest_2025Q2,B,2025-05-10T00:00:00
170-TipPrompt_2025Q2,170,TipPrompt_2025Q2,social_proof,2025-05-10T00:00:00
173-PriceTest_2025Q2,173,PriceTest_2025Q2,B,2025-04-05T00:00:00
173-TipPrompt_2025Q2,173,TipPrompt_2025Q2,persuasive,2025-04-05T00:00:00
175-PriceTest_2025Q2,175,PriceTest_2025Q2,B,2025-05-20T00:00:00
175-TipPrompt_2025Q2,175,TipPrompt_2025Q2,social_proof,2025-05-20T00:00:00
176-PriceTest_2025Q2,176,PriceTest_2025Q2,A,2025-06-06T00:00:00
176-TipPrompt_2025Q2,176,TipPrompt_2025Q2,persuasive,2025-06-06T00:00:00
177-PriceTest_2025Q2,177,PriceTest_2025Q2,A,2025-06-20T00:00:00
177-TipPrompt_2025Q2,177,TipPrompt_2025Q2,persuasive,2025-06-20T00:00:00
178-PriceTest_2025Q2,178,PriceTest_2025Q2,B,2025-06-19T00:00:00
178-TipPrompt_2025Q2,178,TipPrompt_2025Q2,social_proof,2025-06-19T00:00:00
181-TipPrompt_2025Q2,181,TipPrompt_2025Q2,persuasive,2025-07-10T00:00:00
183-PriceTest_2025Q2,183,PriceTest_2025Q2,A,2025-06-04T00:00:00
183-TipPrompt_2025Q2,183,TipPrompt_2025Q2,social_proof,2025-06-04T00:00:00
184-TipPrompt_2025Q2,184,TipPrompt_2025Q2,control,2025-07-03T00:00:00
186-PriceTest_2025Q2,186,PriceTest_2025Q2,B,2025-05-10T00:00:00
186-TipPrompt_2025Q2,186,TipPrompt_2025Q2,social_proof,2025-05-10T00:00:00
192-PriceTest_2025Q2,192,PriceTest_2025Q2,A,2025-06-13T00:00:00
192-TipPrompt_2025Q2,192,TipPrompt_2025Q2,control,2025-06-13T00:00:00
194-PriceTest_2025Q2,194,PriceTest_2025Q2,B,2025-05-22T00:00:00
194-TipPrompt_2025Q2,194,TipPrompt_2025Q2,persuasive,2025-05-22T00:00:00
195-PriceTest_2025Q2,195,PriceTest_2025Q2,B,2025-05-24T00:00:00
195-TipPrompt_2025Q2,195,TipPrompt_2025Q2,social_proof,2025-05-24T00:00:00
197-PriceTest_2025Q2,197,PriceTest_2025Q2,B,2025-06-26T00:00:00
197-TipPrompt_2025Q2,197,TipPrompt_2025Q2,persuasive,2025-06-26T00:00:00
198-PriceTest_2025Q2,198,PriceTest_2025Q2,A,2025-05-20T00:00:00
198-TipPrompt_2025Q2,198,TipPrompt_2025Q2,social_proof,2025-05-20T00:00:00
199-PriceTest_2025Q2,199,PriceTest_2025Q2,A,2025-04-05T00:00:00
199-TipPrompt_2025Q2,199,TipPrompt_2025Q2,social_proof,2025-04-05T00:00:00
200-PriceTest_2025Q2,200,PriceTest_2025Q2,B,2025-04-21T00:00:00
200-TipPrompt_2025Q2,200,TipPrompt_2025Q2,control,2025-04-21T00:00:00
202-PriceTest_2025Q2,202,PriceTest_2025Q2,B,2025-04-04T00:00:00
202-TipPrompt_2025Q2,202,TipPrompt_2025Q2,persuasive,2025-04-04T00:00:00
203-PriceTest_2025Q2,203,PriceTest_2025Q2,A,2025-04-02T00:00:00
203-TipPrompt_2025Q2,203,TipPrompt_2025Q2,social_proof,2025-04-02T00:00:00
204-PriceTest_2025Q2,204,PriceTest_2025Q2,A,2025-06-24T00:00:00
204-TipPrompt_2025Q2,204,TipPrompt_2025Q2,persuasive,2025-06-24T00:00:00
205-PriceTest_2025Q2,205,PriceTest_2025Q2,A,2025-06-20T00:00:00
205-TipPrompt_2025Q2,205,TipPrompt_2025Q2,social_proof,2025-06-20T00:00:00
206-PriceTest_2025Q2,206,PriceTest_2025Q2,B,2025-04-01T00:00:00
206-TipPrompt_2025Q2,206,TipPrompt_2025Q2,persuasive,2025-04-01T00:00:00
207-PriceTest_2025Q2,207,PriceTest_2025Q2,B,2025-06-08T00:00:00
207-TipPrompt_2025Q2,207,TipPrompt_2025Q2,persuasive,2025-06-08T00:00:00
210-PriceTest_2025Q2,210,PriceTest_2025Q2,B,2025-04-16T00:00:00
210-TipPrompt_2025Q2,210,TipPrompt_2025Q2,persuasive,2025-04-16T00:00:00
216-PriceTest_2025Q2,216,PriceTest_2025Q2,A,2025-04-08T00:00:00
216-TipPrompt_2025Q2,216,TipPrompt_2025Q2,social_proof,2025-04-08T00:00:00
217-PriceTest_2025Q2,217,PriceTest_2025Q2,A,2025-05-01T00:00:00
217-TipPrompt_2025Q2,217,TipPrompt_2025Q2,control,2025-05-01T00:00:00
219-PriceTest_2025Q2,219,PriceTest_2025Q2,B,2025-03-31T00:00:00
222-PriceTest_2025Q2,222,PriceTest_2025Q2,B,2025-06-18T00:00:00
222-TipPrompt_2025Q2,222,TipPrompt_2025Q2,control,2025-06-18T00:00:00
223-PriceTest_2025Q2,223,PriceTest_2025Q2,A,2025-04-13T00:00:00
223-TipPrompt_2025Q2,223,TipPrompt_2025Q2,persuasive,2025-04-13T00:00:00
226-PriceTest_2025Q2,226,PriceTest_2025Q2,A,2025-03-31T00:00:00
227-PriceTest_2025Q2,227,PriceTest_2025Q2,A,2025-06-23T00:00:00
227-TipPrompt_2025Q2,227,TipPrompt_2025Q2,social_proof,2025-06-23T00:00:00
230-PriceTest_2025Q2,230,PriceTest_2025Q2,B,2025-05-29T00:00:00
230-TipPrompt_2025Q2,230,TipPrompt_2025Q2,social_proof,2025-05-29T00:00:00
232-PriceTest_2025Q2,232,PriceTest_2025Q2,B,2025-06-02T00:00:00
232-TipPrompt_2025Q2,232,TipPrompt_2025Q2,persuasive,2025-06-02T00:00:00
233-PriceTest_2025Q2,233,PriceTest_2025Q2,B,2025-03-30T00:00:00
234-PriceTest_2025Q2,234,PriceTest_2025Q2,A,2025-04-22T00:00:00
234-TipPrompt_2025Q2,234,TipPrompt_2025Q2,social_proof,2025-04-22T00:00:00
235-PriceTest_2025Q2,235,PriceTest_2025Q2,A,2025-04-09T00:00:00
235-TipPrompt_2025Q2,235,TipPrompt_2025Q2,control,2025-04-09T00:00:00
237-TipPrompt_2025Q2,237,TipPrompt_2025Q2,social_proof,2025-07-01T00:00:00
239-PriceTest_2025Q2,239,PriceTest_2025Q2,B,2025-04-04T00:00:00
239-TipPrompt_2025Q2,239,TipPrompt_2025Q2,control,2025-04-04T00:00:00
241-PriceTest_2025Q2,241,PriceTest_2025Q2,B,2025-06-09T00:00:00
241-TipPrompt_2025Q2,241,TipPrompt_2025Q2,control,2025-06-09T00:00:00
242-PriceTest_2025Q2,242,PriceTest_2025Q2,B,2025-06-19T00:00:00
242-TipPrompt_2025Q2,242,TipPrompt_2025Q2,control,2025-06-19T00:00:00
243-TipPrompt_2025Q2,243,TipPrompt_2025Q2,persuasive,2025-07-04T00:00:00
244-PriceTest_2025Q2,244,PriceTest_2025Q2,A,2025-05-10T00:00:00
244-TipPrompt_2025Q2,244,TipPrompt_2025Q2,social_proof,2025-05-10T00:00:00
245-PriceTest_2025Q2,245,PriceTest_2025Q2,A,2025-06-20T00:00:00
245-TipPrompt_2025Q2,245,TipPrompt_2025Q2,social_proof,2025-06-20T00:00:00
246-PriceTest_2025Q2,246,PriceTest_2025Q2,A,2025-03-25T00:00:00
247-PriceTest_2025Q2,247,PriceTest_2025Q2,B,2025-06-28T00:00:00
247-TipPrompt_2025Q2,247,TipPrompt_2025Q2,social_proof,2025-06-28T00:00:00
248-PriceTest_2025Q2,248,PriceTest_2025Q2,B,2025-05-22T00:00:00
248-TipPrompt_2025Q2,248,TipPrompt_2025Q2,social_proof,2025-05-22T00:00:00
250-PriceTest_2025Q2,250,PriceTest_2025Q2,A,2025-06-20T00:00:00
250-TipPrompt_2025Q2,250,TipPrompt_2025Q2,social_proof,2025-06-20T00:00:00
251-PriceTest_2025Q2,251,PriceTest_2025Q2,B,2025-06-23T00:00:00
251-TipPrompt_2025Q2,251,TipPrompt_2025Q2,control,2025-06-23T00:00:00
252-PriceTest_2025Q2,252,PriceTest_2025Q2,A,2025-06-07T00:00:00
252-TipPrompt_2025Q2,252,TipPrompt_2025Q2,persuasive,2025-06-07T00:00:00
253-PriceTest_2025Q2,253,PriceTest_2025Q2,A,2025-04-14T00:00:00
253-TipPrompt_2025Q2,253,TipPrompt_2025Q2,persuasive,2025-04-14T00:00:00
254-PriceTest_2025Q2,254,PriceTest_2025Q2,B,2025-03-19T00:00:00
257-PriceTest_2025Q2,257,PriceTest_2025Q2,A,2025-04-30T00:00:00
257-TipPrompt_2025Q2,257,TipPrompt_2025Q2,persuasive,2025-04-30T00:00:00
258-PriceTest_2025Q2,258,PriceTest_2025Q2,B,2025-04-24T00:00:00
258-TipPrompt_2025Q2,258,TipPrompt_2025Q2,persuasive,2025-04-24T00:00:00
259-PriceTest_2025Q2,259,PriceTest_2025Q2,A,2025-05-11T00:00:00
259-TipPrompt_2025Q2,259,TipPrompt_2025Q2,control,2025-05-11T00:00:00
261-PriceTest_2025Q2,261,PriceTest_2025Q2,A,2025-06-18T00:00:00
261-TipPrompt_2025Q2,261,TipPrompt_2025Q2,persuasive,2025-06-18T00:00:00
264-PriceTest_2025Q2,264,PriceTest_2025Q2,A,2025-06-22T00:00:00
264-TipPrompt_2025Q2,264,TipPrompt_2025Q2,control,2025-06-22T00:00:00
268-PriceTest_2025Q2,268,PriceTest_2025Q2,A,2025-05-02T00:00:00
268-TipPrompt_2025Q2,268,TipPrompt_2025Q2,control,2025-05-02T00:00:00
269-PriceTest_2025Q2,269,PriceTest_2025Q2,A,2025-04-27T00:00:00
269-TipPrompt_2025Q2,269,TipPrompt_2025Q2,social_proof,2025-04-27T00:00:00
270-PriceTest_2025Q2,270,PriceTest_2025Q2,A,2025-06-11T00:00:00
270-TipPrompt_2025Q2,270,TipPrompt_2025Q2,social_proof,2025-06-11T00:00:00
271-TipPrompt_2025Q2,271,TipPrompt_2025Q2,persuasive,2025-07-03T00:00:00
272-PriceTest_2025Q2,272,PriceTest_2025Q2,A,2025-05-07T00:00:00
272-TipPrompt_2025Q2,272,TipPrompt_2025Q2,control,2025-05-07T00:00:00
274-PriceTest_2025Q2,274,PriceTest_2025Q2,B,2025-06-17T00:00:00
274-TipPrompt_2025Q2,274,TipPrompt_2025Q2,social_proof,2025-06-17T00:00:00
275-TipPrompt_2025Q2,275,TipPrompt_2025Q2,persuasive,2025-07-12T00:00:00
282-PriceTest_2025Q2,282,PriceTest_2025Q2,A,2025-06-20T00:00:00
282-TipPrompt_2025Q2,282,TipPrompt_2025Q2,control,2025-06-20T00:00:00
283-TipPrompt_2025Q2,283,TipPrompt_2025Q2,persuasive,2025-07-13T00:00:00
284-PriceTest_2025Q2,284,PriceTest_2025Q2,A,2025-06-06T00:00:00
284-TipPrompt_2025Q2,284,TipPrompt_2025Q2,social_proof,2025-06-06T00:00:00
285-PriceTest_2025Q2,285,PriceTest_2025Q2,B,2025-05-21T00:00:00
285-TipPrompt_2025Q2,285,TipPrompt_2025Q2,persuasive,2025-05-21T00:00:00
287-PriceTest_2025Q2,287,PriceTest_2025Q2,B,2025-04-26T00:00:00
287-TipPrompt_2025Q2,287,TipPrompt_2025Q2,persuasive,2025-04-26T00:00:00
288-TipPrompt_2025Q2,288,TipPrompt_2025Q2,control,2025-07-12T00:00:00
289-PriceTest_2025Q2,289,PriceTest_2025Q2,B,2025-06-13T00:00:00
289-TipPrompt_2025Q2,289,TipPrompt_2025Q2,social_proof,2025-06-13T00:00:00
291-PriceTest_2025Q2,291,PriceTest_2025Q2,B,2025-06-10T00:00:00
291-TipPrompt_2025Q2,291,TipPrompt_2025Q2,control,2025-06-10T00:00:00
295-PriceTest_2025Q2,295,PriceTest_2025Q2,B,2025-03-27T00:00:00
296-PriceTest_2025Q2,296,PriceTest_2025Q2,B,2025-05-19T00:00:00
296-TipPrompt_2025Q2,296,TipPrompt_2025Q2,control,2025-05-19T00:00:00
299-PriceTest_2025Q2,299,PriceTest_2025Q2,A,2025-06-27T00:00:00
299-TipPrompt_2025Q2,299,TipPrompt_2025Q2,persuasive,2025-06-27T00:00:00
300-PriceTest_2025Q2,300,PriceTest_2025Q2,B,2025-06-30T00:00:00
300-TipPrompt_2025Q2,300,TipPrompt_2025Q2,persuasive,2025-06-30T00:00:00
302-PriceTest_2025Q2,302,PriceTest_2025Q2,B,2025-04-15T00:00:00
302-TipPrompt_2025Q2,302,TipPrompt_2025Q2,control,2025-04-15T00:00:00
303-PriceTest_2025Q2,303,PriceTest_2025Q2,B,2025-05-19T00:00:00
303-TipPrompt_2025Q2,303,TipPrompt_2025Q2,control,2025-05-19T00:00:00
304-PriceTest_2025Q2,304,PriceTest_2025Q2,B,2025-04-17T00:00:00
304-TipPrompt_2025Q2,304,TipPrompt_2025Q2,control,2025-04-17T00:00:00
306-PriceTest_2025Q2,306,PriceTest_2025Q2,B,2025-04-10T00:00:00
