event_id,user_id,session_id,ts,event_name,screen,properties_json
20-app_open-713591019,20,sess-20,2025-01-27T01:21:00,app_open,home,{}
20-view_onboarding-53714343,20,sess-20,2025-01-27T00:34:00,view_onboarding,home,{}
20-link_bank_start-46315524,20,sess-20,2025-01-27T01:15:00,link_bank_start,onboarding,{}
20-link_bank_success-380793142,20,sess-20,2025-01-27T00:29:00,link_bank_success,onboarding,{}
20-start_advance_request-765988090,20,sess-20,2025-01-27T00:15:00,start_advance_request,loan,{}
20-submit_advance_request-277724868,20,sess-20,2025-01-27T01:55:00,submit_advance_request,loan,{}
21-app_open-848761619,21,sess-21,2025-04-08T00:11:00,app_open,home,{}
21-view_onboarding-848381237,21,sess-21,2025-04-08T01:14:00,view_onboarding,home,{}
22-app_open-454754138,22,sess-22,2025-04-02T00:14:00,app_open,home,{}
22-view_onboarding-380759636,22,sess-22,2025-04-02T00:54:00,view_onboarding,home,{}
23-app_open-47267394,23,sess-23,2025-06-04T01:03:00,app_open,home,{}
23-view_onboarding-965924169,23,sess-23,2025-06-04T01:10:00,view_onboarding,home,{}
23-link_bank_start-689693166,23,sess-23,2025-06-04T00:31:00,link_bank_start,onboarding,{}
23-link_bank_success-190083750,23,sess-23,2025-06-04T01:02:00,link_bank_success,onboarding,{}
24-app_open-305068806,24,sess-24,2025-07-26T01:26:00,app_open,home,{}
24-view_onboarding-959670511,24,sess-24,2025-07-26T01:43:00,view_onboarding,home,{}
24-link_bank_start-741880918,24,sess-24,2025-07-26T01:10:00,link_bank_start,onboarding,{}
25-app_open-599349394,25,sess-25,2025-07-06T00:28:00,app_open,home,{}
25-view_onboarding-357885570,25,sess-25,2025-07-06T01:32:00,view_onboarding,home,{}
25-link_bank_start-405216033,25,sess-25,2025-07-06T00:45:00,link_bank_start,onboarding,{}
25-link_bank_success-114899917,25,sess-25,2025-07-06T01:39:00,link_bank_success,onboarding,{}
26-app_open-999664554,26,sess-26,2025-05-18T00:58:00,app_open,home,{}
26-view_onboarding-623880240,26,sess-26,2025-05-18T01:42:00,view_onboarding,home,{}
26-link_bank_start-922337056,26,sess-26,2025-05-18T01:43:00,link_bank_start,onboarding,{}
26-link_bank_success-707199819,26,sess-26,2025-05-18T01:25:00,link_bank_success,onboarding,{}
26-start_advance_request-688458462,26,sess-26,2025-05-18T00:50:00,start_advance_request,loan,{}
27-app_open-195126002,27,sess-27,2025-04-07T00:37:00,app_open,home,{}
27-view_onboarding-687193295,27,sess-27,2025-04-07T00:05:00,view_onboarding,home,{}
27-link_bank_start-950011837,27,sess-27,2025-04-07T01:17:00,link_bank_start,onboarding,{}
27-link_bank_success-994528774,27,sess-27,2025-04-07T00:53:00,link_bank_success,onboarding,{}
28-app_open-753778606,28,sess-28,2025-05-22T01:21:00,app_open,home,{}
28-view_onboarding-303911871,28,sess-28,2025-05-22T01:46:00,view_onboarding,home,{}
28-link_bank_start-654794394,28,sess-28,2025-05-22T00:48:00,link_bank_start,onboarding,{}
29-app_open-412027677,29,sess-29,2025-06-10T01:09:00,app_open,home,{}
29-view_onboarding-266991190,29,sess-29,2025-06-10T01:32:00,view_onboarding,home,{}
29-link_bank_start-284360514,29,sess-29,2025-06-10T01:59:00,link_bank_start,onboarding,{}
29-link_bank_success-656919473,29,sess-29,2025-06-10T00:54:00,link_bank_success,onboarding,{}
29-start_advance_request-27510382,29,sess-29,2025-06-10T00:34:00,start_advance_request,loan,{}
30-app_open-486469217,30,sess-30,2025-05-28T01:05:00,app_open,home,{}
30-view_onboarding-335430157,30,sess-30,2025-05-28T00:19:00,view_onboarding,home,{}
30-link_bank_start-69535445,30,sess-30,2025-05-28T00:56:00,link_bank_start,onboarding,{}
30-link_bank_success-12471778,30,sess-30,2025-05-28T00:19:00,link_bank_success,onboarding,{}
31-app_open-602190001,31,sess-31,2025-06-30T00:43:00,app_open,home,{}
31-view_onboarding-109746807,31,sess-31,2025-06-30T00:49:00,view_onboarding,home,{}
31-link_bank_start-152836084,31,sess-31,2025-06-30T00:20:00,link_bank_start,onboarding,{}
31-link_bank_success-381791844,31,sess-31,2025-06-30T01:14:00,link_bank_success,onboarding,{}
32-app_open-816096640,32,sess-32,2025-01-12T00:31:00,app_open,home,{}
33-app_open-886395144,33,sess-33,2025-07-17T01:20:00,app_open,home,{}
33-view_onboarding-436616672,33,sess-33,2025-07-17T00:35:00,view_onboarding,home,{}
33-link_bank_start-582633421,33,sess-33,2025-07-17T01:09:00,link_bank_start,onboarding,{}
33-link_bank_success-134279688,33,sess-33,2025-07-17T00:00:00,link_bank_success,onboarding,{}
34-app_open-539590532,34,sess-34,2025-01-21T01:13:00,app_open,home,{}
34-view_onboarding-847551830,34,sess-34,2025-01-21T01:39:00,view_onboarding,home,{}
35-app_open-238373458,35,sess-35,2025-01-26T00:34:00,app_open,home,{}
35-view_onboarding-574046083,35,sess-35,2025-01-26T00:51:00,view_onboarding,home,{}
35-link_bank_start-571985963,35,sess-35,2025-01-26T01:29:00,link_bank_start,onboarding,{}
35-link_bank_success-538813086,35,sess-35,2025-01-26T00:29:00,link_bank_success,onboarding,{}
35-start_advance_request-659363643,35,sess-35,2025-01-26T00:05:00,start_advance_request,loan,{}
35-submit_advance_request-945251729,35,sess-35,2025-01-26T00:55:00,submit_advance_request,loan,{}
35-approved-147595891,35,sess-35,2025-01-26T00:33:00,approved,home,{}
35-disbursed-424330443,35,sess-35,2025-01-26T01:01:00,disbursed,loan,{}
36-app_open-162498682,36,sess-36,2025-03-13T01:36:00,app_open,home,{}
36-view_onboarding-566086674,36,sess-36,2025-03-13T00:56:00,view_onboarding,home,{}
36-link_bank_start-646330799,36,sess-36,2025-03-13T01:13:00,link_bank_start,onboarding,{}
37-app_open-73175358,37,sess-37,2025-06-12T00:54:00,app_open,home,{}
37-view_onboarding-23681195,37,sess-37,2025-06-12T01:19:00,view_onboarding,home,{}
37-link_bank_start-894449086,37,sess-37,2025-06-12T00:08:00,link_bank_start,onboarding,{}
37-link_bank_success-95758284,37,sess-37,2025-06-12T00:38:00,link_bank_success,onboarding,{}
38-app_open-79299112,38,sess-38,2025-02-11T00:27:00,app_open,home,{}
38-view_onboarding-890879570,38,sess-38,2025-02-11T00:14:00,view_onboarding,home,{}
38-link_bank_start-629747368,38,sess-38,2025-02-11T01:54:00,link_bank_start,onboarding,{}
39-app_open-812488193,39,sess-39,2025-04-01T01:32:00,app_open,home,{}
39-view_onboarding-266594154,39,sess-39,2025-04-01T00:45:00,view_onboarding,home,{}
40-app_open-709937840,40,sess-40,2025-06-21T01:36:00,app_open,home,{}
40-view_onboarding-643912304,40,sess-40,2025-06-21T01:21:00,view_onboarding,home,{}
40-link_bank_start-874952888,40,sess-40,2025-06-21T00:20:00,link_bank_start,onboarding,{}
41-app_open-881271947,41,sess-41,2025-06-29T01:51:00,app_open,home,{}
41-view_onboarding-219656513,41,sess-41,2025-06-29T01:31:00,view_onboarding,home,{}
41-link_bank_start-437420405,41,sess-41,2025-06-29T00:13:00,link_bank_start,onboarding,{}
41-link_bank_success-249804857,41,sess-41,2025-06-29T00:27:00,link_bank_success,onboarding,{}
41-start_advance_request-510145890,41,sess-41,2025-06-29T01:32:00,start_advance_request,loan,{}
42-app_open-437692064,42,sess-42,2025-06-05T01:54:00,app_open,home,{}
42-view_onboarding-455716,42,sess-42,2025-06-05T00:43:00,view_onboarding,home,{}
42-link_bank_start-200339144,42,sess-42,2025-06-05T00:31:00,link_bank_start,onboarding,{}
42-link_bank_success-47020073,42,sess-42,2025-06-05T01:57:00,link_bank_success,onboarding,{}
43-app_open-273280750,43,sess-43,2025-05-17T00:41:00,app_open,home,{}
43-view_onboarding-597315893,43,sess-43,2025-05-17T01:05:00,view_onboarding,home,{}
43-link_bank_start-101356457,43,sess-43,2025-05-17T00:51:00,link_bank_start,onboarding,{}
43-link_bank_success-356966240,43,sess-43,2025-05-17T01:39:00,link_bank_success,onboarding,{}
43-start_advance_request-891268837,43,sess-43,2025-05-17T01:29:00,start_advance_request,loan,{}
43-submit_advance_request-23548090,43,sess-43,2025-05-17T01:56:00,submit_advance_request,loan,{}
43-approved-177783041,43,sess-43,2025-05-17T00:46:00,approved,home,{}
43-disbursed-973270815,43,sess-43,2025-05-17T00:35:00,disbursed,loan,{}
44-app_open-805817962,44,sess-44,2025-02-11T00:38:00,app_open,home,{}
44-view_onboarding-532137817,44,sess-44,2025-02-11T00:18:00,view_onboarding,home,{}
45-app_open-281516574,45,sess-45,2025-04-08T00:15:00,app_open,home,{}
45-view_onboarding-661725208,45,sess-45,2025-04-08T00:12:00,view_onboarding,home,{}
45-link_bank_start-460546897,45,sess-45,2025-04-08T00:40:00,link_bank_start,onboarding,{}
45-link_bank_success-698239013,45,sess-45,2025-04-08T00:04:00,link_bank_success,onboarding,{}
46-app_open-937421612,46,sess-46,2025-06-13T00:24:00,app_open,home,{}
46-view_onboarding-748413677,46,sess-46,2025-06-13T00:37:00,view_onboarding,home,{}
46-link_bank_start-293775871,46,sess-46,2025-06-13T00:03:00,link_bank_start,onboarding,{}
46-link_bank_success-845784253,46,sess-46,2025-06-13T01:12:00,link_bank_success,onboarding,{}
47-app_open-447096295,47,sess-47,2025-06-25T00:51:00,app_open,home,{}
47-view_onboarding-907449223,47,sess-47,2025-06-25T00:08:00,view_onboarding,home,{}
47-link_bank_start-504708276,47,sess-47,2025-06-25T01:36:00,link_bank_start,onboarding,{}
48-app_open-794929259,48,sess-48,2025-07-16T01:01:00,app_open,home,{}
48-view_onboarding-962690832,48,sess-48,2025-07-16T01:56:00,view_onboarding,home,{}
48-link_bank_start-802645430,48,sess-48,2025-07-16T00:08:00,link_bank_start,onboarding,{}
48-link_bank_success-829358042,48,sess-48,2025-07-16T01:06:00,link_bank_success,onboarding,{}
48-start_advance_request-136126069,48,sess-48,2025-07-16T01:29:00,start_advance_request,loan,{}
48-submit_advance_request-277768272,48,sess-48,2025-07-16T01:16:00,submit_advance_request,loan,{}
49-app_open-577930954,49,sess-49,2025-02-28T01:13:00,app_open,home,{}
49-view_onboarding-808536358,49,sess-49,2025-02-28T01:09:00,view_onboarding,home,{}
49-link_bank_start-676980180,49,sess-49,2025-02-28T00:05:00,link_bank_start,onboarding,{}
50-app_open-587019357,50,sess-50,2025-07-26T01:09:00,app_open,home,{}
50-view_onboarding-974477733,50,sess-50,2025-07-26T01:33:00,view_onboarding,home,{}
50-link_bank_start-3061837,50,sess-50,2025-07-26T01:50:00,link_bank_start,onboarding,{}
50-link_bank_success-430253316,50,sess-50,2025-07-26T00:59:00,link_bank_success,onboarding,{}
50-start_advance_request-894779064,50,sess-50,2025-07-26T01:10:00,start_advance_request,loan,{}
50-submit_advance_request-156186694,50,sess-50,2025-07-26T00:12:00,submit_advance_request,loan,{}
50-approved-291519394,50,sess-50,2025-07-26T00:10:00,approved,home,{}
50-disbursed-475507601,50,sess-50,2025-07-26T00:34:00,disbursed,loan,{}
51-app_open-444206425,51,sess-51,2025-04-13T01:06:00,app_open,home,{}
51-view_onboarding-910308551,51,sess-51,2025-04-13T00:13:00,view_onboarding,home,{}
51-link_bank_start-845332099,51,sess-51,2025-04-13T00:28:00,link_bank_start,onboarding,{}
52-app_open-901658196,52,sess-52,2025-01-17T00:41:00,app_open,home,{}
52-view_onboarding-668455305,52,sess-52,2025-01-17T00:23:00,view_onboarding,home,{}
53-app_open-986894071,53,sess-53,2025-05-26T00:50:00,app_open,home,{}
53-view_onboarding-672795997,53,sess-53,2025-05-26T00:48:00,view_onboarding,home,{}
53-link_bank_start-284569986,53,sess-53,2025-05-26T01:09:00,link_bank_start,onboarding,{}
53-link_bank_success-453317806,53,sess-53,2025-05-26T01:18:00,link_bank_success,onboarding,{}
53-start_advance_request-712071167,53,sess-53,2025-05-26T01:08:00,start_advance_request,loan,{}
54-app_open-662935352,54,sess-54,2025-02-24T01:43:00,app_open,home,{}
54-view_onboarding-982622020,54,sess-54,2025-02-24T00:31:00,view_onboarding,home,{}
54-link_bank_start-750417487,54,sess-54,2025-02-24T01:14:00,link_bank_start,onboarding,{}
54-link_bank_success-425016612,54,sess-54,2025-02-24T01:29:00,link_bank_success,onboarding,{}
54-start_advance_request-664157742,54,sess-54,2025-02-24T01:10:00,start_advance_request,loan,{}
54-submit_advance_request-472818600,54,sess-54,2025-02-24T00:39:00,submit_advance_request,loan,{}
55-app_open-998912534,55,sess-55,2025-04-12T01:04:00,app_open,home,{}
55-view_onboarding-409270032,55,sess-55,2025-04-12T01:12:00,view_onboarding,home,{}
55-link_bank_start-335383587,55,sess-55,2025-04-12T01:28:00,link_bank_start,onboarding,{}
55-link_bank_success-958339483,55,sess-55,2025-04-12T01:50:00,link_bank_success,onboarding,{}
55-start_advance_request-96954452,55,sess-55,2025-04-12T00:41:00,start_advance_request,loan,{}
55-submit_advance_request-365378227,55,sess-55,2025-04-12T01:15:00,submit_advance_request,loan,{}
55-approved-280481627,55,sess-55,2025-04-12T00:40:00,approved,home,{}
56-app_open-862836694,56,sess-56,2025-02-06T01:24:00,app_open,home,{}
56-view_onboarding-52936043,56,sess-56,2025-02-06T00:14:00,view_onboarding,home,{}
56-link_bank_start-133269421,56,sess-56,2025-02-06T01:18:00,link_bank_start,onboarding,{}
57-app_open-144705704,57,sess-57,2025-02-05T01:32:00,app_open,home,{}
57-view_onboarding-643287462,57,sess-57,2025-02-05T01:26:00,view_onboarding,home,{}
57-link_bank_start-193897826,57,sess-57,2025-02-05T00:07:00,link_bank_start,onboarding,{}
58-app_open-907116938,58,sess-58,2025-07-10T01:27:00,app_open,home,{}
58-view_onboarding-838641757,58,sess-58,2025-07-10T01:01:00,view_onboarding,home,{}
58-link_bank_start-387960180,58,sess-58,2025-07-10T00:31:00,link_bank_start,onboarding,{}
58-link_bank_success-748388272,58,sess-58,2025-07-10T01:58:00,link_bank_success,onboarding,{}
59-app_open-409621672,59,sess-59,2025-07-11T01:53:00,app_open,home,{}
59-view_onboarding-746000037,59,sess-59,2025-07-11T00:05:00,view_onboarding,home,{}
59-link_bank_start-377163673,59,sess-59,2025-07-11T00:14:00,link_bank_start,onboarding,{}
60-app_open-75573879,60,sess-60,2025-05-30T01:00:00,app_open,home,{}
60-view_onboarding-84402900,60,sess-60,2025-05-30T00:54:00,view_onboarding,home,{}
60-link_bank_start-733114471,60,sess-60,2025-05-30T01:33:00,link_bank_start,onboarding,{}
61-app_open-66429319,61,sess-61,2025-04-03T00:29:00,app_open,home,{}
61-view_onboarding-893915859,61,sess-61,2025-04-03T01:16:00,view_onboarding,home,{}
61-link_bank_start-577477107,61,sess-61,2025-04-03T01:36:00,link_bank_start,onboarding,{}
62-app_open-828168904,62,sess-62,2025-02-05T01:11:00,app_open,home,{}
62-view_onboarding-867050714,62,sess-62,2025-02-05T00:50:00,view_onboarding,home,{}
63-app_open-222416532,63,sess-63,2025-01-24T00:53:00,app_open,home,{}
63-view_onboarding-337571556,63,sess-63,2025-01-24T00:31:00,view_onboarding,home,{}
63-link_bank_start-441081965,63,sess-63,2025-01-24T01:30:00,link_bank_start,onboarding,{}
64-app_open-695375066,64,sess-64,2025-01-29T00:16:00,app_open,home,{}
64-view_onboarding-107383107,64,sess-64,2025-01-29T01:05:00,view_onboarding,home,{}
64-link_bank_start-621985194,64,sess-64,2025-01-29T00:33:00,link_bank_start,onboarding,{}
64-link_bank_success-351815638,64,sess-64,2025-01-29T00:47:00,link_bank_success,onboarding,{}
64-start_advance_request-643701617,64,sess-64,2025-01-29T00:07:00,start_advance_request,loan,{}
65-app_open-406929819,65,sess-65,2025-06-10T01:02:00,app_open,home,{}
65-view_onboarding-8244550,65,sess-65,2025-06-10T00:06:00,view_onboarding,home,{}
65-link_bank_start-26600020,65,sess-65,2025-06-10T01:16:00,link_bank_start,onboarding,{}
65-link_bank_success-704443352,65,sess-65,2025-06-10T01:23:00,link_bank_success,onboarding,{}
66-app_open-614609662,66,sess-66,2025-07-22T00:38:00,app_open,home,{}
66-view_onboarding-866502738,66,sess-66,2025-07-22T00:17:00,view_onboarding,home,{}
66-link_bank_start-320741042,66,sess-66,2025-07-22T01:07:00,link_bank_start,onboarding,{}
66-link_bank_success-623160987,66,sess-66,2025-07-22T00:32:00,link_bank_success,onboarding,{}
66-start_advance_request-192121986,66,sess-66,2025-07-22T00:06:00,start_advance_request,loan,{}
67-app_open-314947115,67,sess-67,2025-06-02T01:57:00,app_open,home,{}
67-view_onboarding-404087178,67,sess-67,2025-06-02T00:48:00,view_onboarding,home,{}
67-link_bank_start-732730453,67,sess-67,2025-06-02T01:50:00,link_bank_start,onboarding,{}
67-link_bank_success-294174866,67,sess-67,2025-06-02T01:40:00,link_bank_success,onboarding,{}
68-app_open-969620673,68,sess-68,2025-04-09T01:34:00,app_open,home,{}
68-view_onboarding-925097587,68,sess-68,2025-04-09T01:11:00,view_onboarding,home,{}
68-link_bank_start-658622999,68,sess-68,2025-04-09T00:55:00,link_bank_start,onboarding,{}
68-link_bank_success-463147802,68,sess-68,2025-04-09T01:03:00,link_bank_success,onboarding,{}
69-app_open-440728399,69,sess-69,2025-06-02T00:06:00,app_open,home,{}
69-view_onboarding-350978804,69,sess-69,2025-06-02T01:41:00,view_onboarding,home,{}
69-link_bank_start-467940972,69,sess-69,2025-06-02T00:33:00,link_bank_start,onboarding,{}
69-link_bank_success-173762868,69,sess-69,2025-06-02T00:01:00,link_bank_success,onboarding,{}
69-start_advance_request-880673780,69,sess-69,2025-06-02T01:41:00,start_advance_request,loan,{}
70-app_open-333656771,70,sess-70,2025-05-16T00:40:00,app_open,home,{}
70-view_onboarding-454827027,70,sess-70,2025-05-16T01:50:00,view_onboarding,home,{}
70-link_bank_start-391043372,70,sess-70,2025-05-16T01:02:00,link_bank_start,onboarding,{}
70-link_bank_success-812034756,70,sess-70,2025-05-16T00:56:00,link_bank_success,onboarding,{}
71-app_open-364982823,71,sess-71,2025-05-22T01:08:00,app_open,home,{}
71-view_onboarding-958275512,71,sess-71,2025-05-22T00:03:00,view_onboarding,home,{}
71-link_bank_start-613332229,71,sess-71,2025-05-22T00:57:00,link_bank_start,onboarding,{}
71-link_bank_success-840221055,71,sess-71,2025-05-22T00:39:00,link_bank_success,onboarding,{}
72-app_open-824639505,72,sess-72,2025-06-24T00:40:00,app_open,home,{}
72-view_onboarding-237009910,72,sess-72,2025-06-24T00:24:00,view_onboarding,home,{}
72-link_bank_start-838871000,72,sess-72,2025-06-24T01:04:00,link_bank_start,onboarding,{}
72-link_bank_success-864646305,72,sess-72,2025-06-24T01:17:00,link_bank_success,onboarding,{}
72-start_advance_request-31021833,72,sess-72,2025-06-24T00:54:00,start_advance_request,loan,{}
73-app_open-140505380,73,sess-73,2025-06-24T00:31:00,app_open,home,{}
74-app_open-920236821,74,sess-74,2025-07-16T01:40:00,app_open,home,{}
74-view_onboarding-396779460,74,sess-74,2025-07-16T00:33:00,view_onboarding,home,{}
74-link_bank_start-857844514,74,sess-74,2025-07-16T00:51:00,link_bank_start,onboarding,{}
74-link_bank_success-940475054,74,sess-74,2025-07-16T00:48:00,link_bank_success,onboarding,{}
74-start_advance_request-841039538,74,sess-74,2025-07-16T00:16:00,start_advance_request,loan,{}
75-app_open-917284998,75,sess-75,2025-01-29T01:21:00,app_open,home,{}
75-view_onboarding-197917846,75,sess-75,2025-01-29T01:38:00,view_onboarding,home,{}
75-link_bank_start-449612180,75,sess-75,2025-01-29T00:43:00,link_bank_start,onboarding,{}
75-link_bank_success-752261832,75,sess-75,2025-01-29T00:37:00,link_bank_success,onboarding,{}
75-start_advance_request-58188649,75,sess-75,2025-01-29T00:13:00,start_advance_request,loan,{}
76-app_open-425728312,76,sess-76,2025-04-22T01:20:00,app_open,home,{}
76-view_onboarding-358632006,76,sess-76,2025-04-22T01:17:00,view_onboarding,home,{}
76-link_bank_start-653092885,76,sess-76,2025-04-22T00:44:00,link_bank_start,onboarding,{}
76-link_bank_success-245781772,76,sess-76,2025-04-22T01:58:00,link_bank_success,onboarding,{}
77-app_open-57658940,77,sess-77,2025-04-27T00:01:00,app_open,home,{}
77-view_onboarding-746027822,77,sess-77,2025-04-27T01:59:00,view_onboarding,home,{}
77-link_bank_start-725063011,77,sess-77,2025-04-27T00:54:00,link_bank_start,onboarding,{}
77-link_bank_success-172082306,77,sess-77,2025-04-27T01:49:00,link_bank_success,onboarding,{}
78-app_open-200508460,78,sess-78,2025-07-04T00:15:00,app_open,home,{}
78-view_onboarding-187805937,78,sess-78,2025-07-04T00:19:00,view_onboarding,home,{}
78-link_bank_start-315800708,78,sess-78,2025-07-04T00:23:00,link_bank_start,onboarding,{}
79-app_open-818230536,79,sess-79,2025-05-09T01:42:00,app_open,home,{}
79-view_onboarding-485252218,79,sess-79,2025-05-09T00:54:00,view_onboarding,home,{}
79-link_bank_start-946346873,79,sess-79,2025-05-09T01:01:00,link_bank_start,onboarding,{}
79-link_bank_success-745122741,79,sess-79,2025-05-09T01:24:00,link_bank_success,onboarding,{}
79-start_advance_request-508898252,79,sess-79,2025-05-09T00:39:00,start_advance_request,loan,{}
80-app_open-430823984,80,sess-80,2025-05-10T00:17:00,app_open,home,{}
