loan_id,prob_default,approval_flag
L7382-1,0.2881226102356836,0
L4451-1,0.23183763456105147,0
L5304-1,0.3030279215019684,0
L417-1,0.21200728482254969,1
L2169-1,0.28716696477580256,0
L2442-2,0.2703379612449196,0
L2555-2,0.2680747111766439,0
L5382-1,0.22222045661690853,1
L5923-4,0.24454529287041268,0
L7079-1,0.2835107294589727,0
L2265-3,0.3367554887232626,0
L2288-1,0.27518969500157814,0
L4953-1,0.23573627023291283,0
L7508-2,0.31432853667160987,0
L8574-1,0.26941897912400015,0
L8744-1,0.24640731158438844,0
L3482-1,0.2149131819161085,1
L5313-1,0.21076333566394637,1
L8110-2,0.24368470775279083,0
L8147-1,0.3283591966568337,0
L8062-2,0.28886719731848753,0
L1435-3,0.23315068875991657,0
L8417-2,0.3483787134109998,0
L8337-1,0.2505099821923322,0
L32-1,0.22275831530190804,1
L2426-2,0.20100726208401742,1
L2860-1,0.2255701362074581,1
L3209-4,0.2244676561965635,1
L3425-1,0.35958836102769987,0
L8037-1,0.2908084596991099,0
L4541-1,0.30819641866609954,0
L9172-1,0.24577277195960984,0
L2084-1,0.2684002036992122,0
L5066-1,0.2858534032206337,0
L6212-2,0.23241030411596733,0
L7268-1,0.21067714927261447,1
L1731-3,0.22362081951066407,1
L2300-2,0.20177402758995042,1
L5020-1,0.28386876419252416,0
L5869-1,0.23376274069118988,0
L8337-3,0.2505099821923322,0
L8016-1,0.24368470775279083,0
L1140-6,0.3782860446185459,0
L1401-1,0.2340227361685075,0
L7887-1,0.21064268195120597,1
L1616-1,0.24656130531094744,0
L2630-2,0.2570620783936631,0
L5341-1,0.2774279080671209,0
L5564-2,0.22769545126226248,0
L7368-1,0.19900075638224715,1
L1534-3,0.2691742505317198,0
L2969-2,0.26368824737531027,0
L3096-1,0.19951338143319472,1
L501-1,0.22537104505821476,1
L2956-1,0.19972864807201013,1
L316-2,0.2915571449987563,0
L1938-1,0.2633060960283212,0
L4881-1,0.27811403907494575,0
L6341-2,0.21259656778754782,1
L6976-2,0.37097754991596804,0
L8302-1,0.2845434517392149,0
L3678-2,0.22484676581535676,1
L3743-1,0.23283582485383036,0
L3814-1,0.24592649853950785,0
L6522-2,0.21014337038646422,1
L7404-1,0.30478191042125113,0
L7808-3,0.3566104550448159,0
L8329-3,0.2623221916511851,0
L8533-1,0.19454533141054473,1
L9713-1,0.19843966140321348,1
L1771-2,0.2599226570368332,0
L1585-1,0.26266327768741776,0
L6226-1,0.21459858556545147,1
L7913-1,0.28848412411826707,0
L8594-2,0.19392894324740398,1
L580-3,0.3389581033155429,0
L725-1,0.27780203204994,0
L2795-1,0.1999109328658235,1
L5577-1,0.2558565320901145,0
L5866-1,0.3178460477140968,0
L9784-1,0.20279419295890902,1
L5406-2,0.2166318574810059,1
L6621-1,0.3458889559052059,0
L6068-1,0.223980897274367,1
L3946-1,0.23287285228964708,0
L8804-1,0.21628030146992364,1
L1955-2,0.2607209173681866,0
L2885-1,0.32621424973392593,0
L8540-4,0.302415375010949,0
L3542-3,0.29112918593725556,0
L6857-1,0.24462188871248983,0
L3252-3,0.213569756061572,1
L7306-2,0.19574992785619275,1
L9580-1,0.27465254191449145,0
L20-4,0.22500938045449478,1
L1091-2,0.21510560006294366,1
L6307-1,0.20479540782435451,1
L5712-1,0.19807723473006478,1
L8494-2,0.1984891218626615,1
L9045-1,0.24439214985258312,0
L8219-2,0.23745846138857518,0
L2868-1,0.2206659164803626,1
L4278-1,0.2230635138658123,1
L2546-2,0.30344397717388527,0
L3264-1,0.3306948188145945,0
L8114-2,0.2446601927161943,0
L9592-1,0.22698544742808383,1
L258-3,0.222005573048733,1
L7702-4,0.3039261283406713,0
L6394-1,0.27056290121070775,0
L9341-1,0.3005383776492413,0
L9413-1,0.21304800212018205,1
L2108-2,0.23917043668384366,0
L258-1,0.222005573048733,1
L6006-1,0.34242679330150316,0
L9754-1,0.24990723429615425,0
L8266-1,0.26338651936133806,0
L1745-1,0.23180072199025833,0
L6131-1,0.3142615285349125,0
L7205-2,0.28848412411826707,0
L5923-2,0.24454529287041268,0
L8840-1,0.24606106243843326,0
L3126-3,0.25648848691067655,0
L6774-2,0.19773174716978983,1
L7888-1,0.3106324368934475,0
L5315-2,0.30742354701048835,0
L5301-1,0.25070462333135857,0
L4817-1,0.2511136971630043,0
L6514-2,0.2115574628698416,1
L4336-2,0.28481781926753863,0
L403-1,0.20039209995406917,1
L2089-1,0.2268581765122577,1
L5796-3,0.2459457189171914,0
L9027-1,0.25680484747193416,0
L9721-1,0.19691098602809248,1
L9714-1,0.19796202173000066,1
L4650-1,0.2257512362993767,1
L3106-3,0.20130704076468567,1
L3330-1,0.3289308736080116,0
L102-1,0.21696621844641759,1
L7372-1,0.28319504318640987,0
L2233-1,0.22146901399951083,1
L8608-1,0.23975556587878658,0
L684-1,0.2340413149564895,0
L9826-2,0.22245341475374664,1
L5358-3,0.21207655021532656,1
L5759-1,0.2767220769649213,0
L2698-1,0.2775525815682187,0
L2058-1,0.2557381543716479,0
L750-1,0.2384545183379937,0
L1796-1,0.24406693643519337,0
L3028-2,0.21072885800664404,1
L4831-1,0.27355959587271,0
L5685-1,0.21472088880558232,1
L2334-3,0.3123439268372061,0
L6481-1,0.19954648803659947,1
L7939-1,0.2625227959248787,0
L3048-2,0.27046064117684543,0
L8372-3,0.2724282778038364,0
L1374-1,0.24862718938247932,0
L8081-2,0.23276178228473035,0
L2168-1,0.24936364871310537,0
L2637-1,0.269133476088076,0
L1744-1,0.27156633573619576,0
L1920-1,0.22227420071628515,1
L2908-2,0.27763571640091234,0
L7435-1,0.2372520919893325,0
L8284-1,0.28670044983127335,0
L9331-1,0.2851345949213087,0
L4050-1,0.19589681708160075,1
L5083-1,0.2869124458862765,0
L3051-3,0.19552159917230652,1
L4338-2,0.2847755985178005,0
L4973-1,0.2104015264629819,1
L4849-1,0.21628030146992364,1
L4303-1,0.24489010188445368,0
L8282-3,0.2103326621038899,1
L4602-1,0.3560874810751986,0
L5567-4,0.24464104020747188,0
L1209-1,0.3076001083593506,0
L7794-2,0.21195534663063878,1
L7143-1,0.22764078002458396,0
L8181-1,0.25640943667051785,0
L966-2,0.2862555632014551,0
L6450-3,0.2593847285573933,0
L1075-2,0.248433626356577,0
L5352-2,0.25854939002700006,0
L5571-1,0.20037549354765605,1
L6538-1,0.23800311844608468,0
L8172-3,0.25848979008067446,0
L7083-1,0.212249786048223,1
L1028-1,0.21308275677747063,1
L1453-1,0.24708151197069383,0
L3990-1,0.29393903025830975,0
L322-2,0.24627262018359294,0
L3690-3,0.28680643614833146,0
L448-1,0.2559749457581528,0
L1804-2,0.33106195304785113,0
L3528-2,0.35511376407437956,0
L4437-2,0.27801001280053644,0
L8245-2,0.3023497866444964,0
L1457-1,0.2700314147162391,0
L3234-2,0.2149131819161085,1
L6331-1,0.2105393047930765,1
L6298-1,0.2131696615076082,1
L6753-1,0.22363881360656407,1
L9734-2,0.21608712181290768,1
L6760-2,0.2149131819161085,1
L7333-1,0.329686263312769,0
L7845-3,0.21084954789504606,1
L9942-1,0.20904451728738055,1
L8584-3,0.23564292080558197,0
L9666-1,0.21059098872100168,1
L1279-1,0.25698291247339516,0
L4814-1,0.1986045656687555,1
L7494-2,0.21454618539203635,1
L8029-2,0.23896304570212143,0
L1929-1,0.2002592775798379,1
L9412-1,0.23689592688471758,0
L9633-1,0.2503348912069855,0
L1489-1,0.22168352620527965,1
L5227-2,0.23981224326539632,0
L5899-2,0.32480346186927234,0
L446-1,0.23695213896021933,0
L2482-3,0.2495188782756972,0
L7444-1,0.20115710964250497,1
L6912-2,0.31827315792858774,0
L7847-1,0.23445030739992004,0
L8695-1,0.2707674942315407,0
L1748-1,0.22096906329338517,1
L3772-2,0.20177402758995042,1
L6109-1,0.2616008346275652,0
L6160-1,0.3345368700322216,0
L5232-1,0.2744461181308539,0
L519-3,0.2687259463296559,0
L1167-3,0.2507435636326968,0
L5795-3,0.28248027547267035,0
L6750-2,0.22651298110307838,1
L6912-1,0.31827315792858774,0
L4783-1,0.2863614510802953,0
L2273-1,0.24789218679116334,0
L2485-1,0.23526977884222264,0
L5467-1,0.25560009247838367,0
L486-2,0.2574977759673881,0
L4396-2,0.20353243431955648,1
L7466-2,0.2864885474856696,0
L534-1,0.30640941429973073,0
L1356-1,0.24851103945944553,0
L7239-5,0.2924999566119756,0
L2099-2,0.22734935646539403,1
L8973-1,0.26306492072725346,0
L9872-1,0.2257874686755318,1
L2215-1,0.23172690916054992,0
L2265-4,0.3367554887232626,0
L2465-2,0.26042138385576424,0
L8490-1,0.24358921400303596,0
L2834-1,0.3597077042923603,0
L7239-3,0.2924999566119756,0
L4958-1,0.2268581765122577,1
L8545-1,0.30071270161421526,0
L8910-2,0.2928647033071221,0
L416-1,0.25924538376037826,0
L3351-2,0.19635433888244813,1
L6795-2,0.2836791823969302,0
L8991-2,0.19763311988021068,1
L4334-1,0.22146901399951083,1
L3252-2,0.213569756061572,1
L4171-1,0.318160730835663,0
L5941-1,0.23309510301507297,0
L9446-1,0.235792292163308,0
L3690-1,0.28680643614833146,0
L6450-1,0.2593847285573933,0
L2517-1,0.2713613637215124,0
L5338-1,0.2883352328014021,0
L4266-2,0.23898189432890954,0
L5359-2,0.22378280348244636,1
L9715-1,0.24469850077477068,0
L9341-2,0.3005383776492413,0
L6071-1,0.28929318825751105,0
L9960-2,0.19658340240024463,1
L8571-1,0.28723061556064544,0
L9960-1,0.19658340240024463,1
L4476-1,0.1976002523575389,1
L9926-1,0.22522632977331894,1
L2277-1,0.2827324215071286,0
L3946-4,0.23287285228964708,0
L3207-1,0.26066099282784705,0
L4399-2,0.27275708648595204,0
L1993-2,0.3445301913775858,0
L3471-1,0.3100556961234859,0
L9131-1,0.28640381279762567,0
L3022-1,0.20194100464935025,1
L3626-4,0.22693089657496954,1
L6326-1,0.23443170608199462,0
L7750-1,0.2166670358102289,1
L317-1,0.31214361699437937,0
L7213-3,0.2450818043389678,0
L7613-1,0.2096792754812562,1
L102-4,0.21696621844641759,1
L4752-1,0.19171901868635466,1
L4157-1,0.2584103374082158,0
L2708-1,0.24746732533542745,0
L519-4,0.2687259463296559,0
L7502-2,0.21164391282786899,1
L9703-2,0.2780932319058707,0
L1447-2,0.19669800982468572,1
L8354-1,0.2375523065132943,0
L1447-1,0.19669800982468572,1
L7941-1,0.2707061061135567,0
L3906-1,0.19913295188160188,1
L7717-1,0.28551500513167655,0
L8701-1,0.2841427395304929,0
L9921-2,0.23422715916743853,0
L5269-1,0.21515809943945663,1
L1567-1,0.2156134835918322,1
L3401-3,0.27378621062976677,0
L7024-3,0.3366166127948953,0
L2763-1,0.34280028134320195,0
L3380-1,0.23945344139191688,0
L2827-2,0.19786330790875697,1
L9809-1,0.22468423462629952,1
L4093-1,0.36461557828982355,0
L6409-1,0.2922855242515553,0
L6463-2,0.2047616531448225,1
L2418-1,0.27343603712228903,0
L3708-1,0.20217494589983181,1
L8027-2,0.2763488508603978,0
L165-4,0.26182111331886787,0
L3498-1,0.2446601927161943,0
L7737-1,0.24808546721347405,0
L3786-1,0.2453695479927994,0
L8439-2,0.21472088880558232,1
L2541-2,0.2628038078358949,0
L3150-2,0.25025709916068206,0
L6752-2,0.22631330097262542,1
L1010-3,0.22121893753044497,1
L3001-3,0.24808546721347405,0
L4044-1,0.23207766629681437,0
L7094-1,0.20565754806670677,1
L534-2,0.30640941429973073,0
L869-1,0.20489669665022106,1
L3773-1,0.25097728993757945,0
L5562-1,0.20289474455118156,1
L1948-1,0.3027434376967633,0
L4393-1,0.3293885802756382,0
L5083-2,0.2869124458862765,0
L1409-2,0.24631109838236223,0
L4880-2,0.28386876419252416,0
L5796-1,0.2459457189171914,0
L361-1,0.21218047931206438,1
L9412-2,0.23689592688471758,0
L3330-2,0.3289308736080116,0
L4218-1,0.23556825967587924,0
L6631-3,0.2772617304103642,0
L8455-3,0.20282770602735836,1
L5358-1,0.21207655021532656,1
L3598-1,0.2104015264629819,1
L5184-2,0.19147822665238018,1
L6532-1,0.23852980879864186,0
L7873-1,0.29142871841327966,0
L9215-1,0.3290681515662754,0
L8615-3,0.3039261283406713,0
L9554-1,0.29477860009321627,0
L4683-2,0.2042389838626918,1
L6061-1,0.19717334947091267,1
L9336-1,0.21496564719235337,1
L580-2,0.3389581033155429,0
L4598-1,0.19982806067482672,1
L4339-1,0.2037341197597685,1
L9716-3,0.20172395459407894,1
L2361-1,0.20930168115901665,1
L7325-2,0.3323255442141238,0
L3442-2,0.2167549997119315,1
L4336-1,0.28481781926753863,0
L6570-2,0.32678400925402523,0
L2378-3,0.21362198261472096,1
L7382-3,0.2881226102356836,0
L2005-1,0.2599226570368332,0
L8584-2,0.23564292080558197,0
L2040-2,0.2553635288376605,0
L2499-2,0.19880258681964194,1
L5157-2,0.2595639576486337,0
L7515-2,0.3352525052757095,0
L2628-1,0.20092404954645166,1
L5385-2,0.22647666636000455,1
L7147-2,0.2853247619393777,0
L7566-1,0.22764078002458396,0
L2023-1,0.2336142619979595,0
L5813-1,0.24729365929944988,0
L2167-1,0.32918257216083696,0
L2261-1,0.2763074005052716,0
L3371-2,0.2898902008925205,0
L5054-2,0.2834896770925011,0
L748-1,0.24690802785334293,0
L796-1,0.1900223690042101,1
L965-1,0.31614067475381236,0
L8623-1,0.2351579160588914,0
L268-1,0.2829426473268521,0
L4827-1,0.2459072791740359,0
L1279-2,0.25698291247339516,0
L8765-1,0.2619613529729078,0
L9598-1,0.29387450580039653,0
L1303-1,0.3583958855283936,0
L6728-2,0.28275343983042295,0
L9873-2,0.22734935646539403,1
L3430-2,0.19694376704235428,1
L5837-1,0.24781490289439978,0
L7591-2,0.211073820626297,1
L7717-2,0.28551500513167655,0
L8800-2,0.3100556961234859,0
L468-1,0.249848955206057,0
L6774-1,0.19773174716978983,1
L5182-1,0.19700934142716903,1
L1580-2,0.22760433767646612,0
L395-1,0.30872700997681185,0
L8365-2,0.26813572196610663,0
L9583-1,0.3315900689005059,0
L6551-1,0.24750592890187753,0
L20-5,0.22500938045449478,1
L4344-1,0.246985121796459,0
L7221-1,0.2132392038953266,1
L304-1,0.30870489191432277,0
L3066-1,0.20985107463074432,1
L4363-2,0.20326375166806396,1
L5122-2,0.3915846543144973,0
L9911-2,0.2131696615076082,1
L1714-1,0.22075504634935222,1
L4694-1,0.20175733555945385,1
L4152-2,0.25611314046508704,0
L2936-1,0.2314502572661556,0
L6432-2,0.28490227206624485,0
L787-1,0.19394514497067578,1
L3964-1,0.20194100464935025,1
L3379-1,0.22616815730000078,1
L62-5,0.20383501823517125,1
L8085-1,0.2581919246189156,0
L7793-3,0.22461202533040456,1
L5359-1,0.22378280348244636,1
L3709-1,0.2689296624105351,0
L6801-1,0.2895489615387202,0
L2153-1,0.27838461934372793,0
L2906-1,0.2616008346275652,0
L4304-1,0.24408605852202905,0
L9201-1,0.23642785059241658,0
L69-3,0.29316528292578103,0
L2222-1,0.2231533348597152,1
L1576-3,0.27368318942489794,0
L4719-3,0.2571808571754309,0
L8166-2,0.28553614796465937,0
L5507-2,0.19431806831817283,1
L322-3,0.24627262018359294,0
L4705-4,0.29350902346349317,0
L1833-1,0.2944770554842726,0
L4890-1,0.2264222019659194,1
L4863-2,0.24471765632457995,0
L9383-2,0.2721202449615704,0
L1273-1,0.19802785154851454,1
L8911-1,0.2012237353800248,1
L1798-4,0.26282388752056485,0
L3382-2,0.24683095008635278,0
L7017-2,0.23708333622980363,0
L2155-1,0.36663483704550087,0
L3527-3,0.20334768660533079,1
L4140-1,0.20971362704275195,1
L706-1,0.2832371224019114,0
L18-2,0.22403494449830727,1
L4356-1,0.25097728993757945,0
L7534-1,0.27697106719056697,0
L1576-2,0.27368318942489794,0
L8175-2,0.274508035136748,0
L9666-3,0.21059098872100168,1
L5398-1,0.2510162584025426,0
L317-2,0.31214361699437937,0
L9476-1,0.2624224814394525,0
L5280-3,0.2827744591002209,0
L5280-2,0.2827744591002209,0
L9042-2,0.2569235485000829,0
L7236-1,0.22683999906952435,1
L8210-1,0.324144665226589,0
L2983-1,0.2912789294970086,0
L8258-1,0.28805884166873874,0
L6497-1,0.2554029461190151,0
L8630-2,0.23811591330751508,0
L8266-3,0.26338651936133806,0
L1453-3,0.24708151197069383,0
L5338-2,0.2883352328014021,0
L3788-3,0.2567257333954558,0
L4413-1,0.22063027175665917,1
L3750-2,0.20321340309426109,1
L5272-2,0.2327432742055662,0
L2336-1,0.24810480080848646,0
L4583-2,0.27487971946765843,0
L4817-3,0.2511136971630043,0
L3397-1,0.27316844592949613,0
L5267-1,0.326237030275644,0
L2056-2,0.23465498947195182,0
L3044-2,0.23774007334951902,0
L3778-2,0.291792680211088,0
L1791-2,0.24471765632457995,0
L3488-3,0.22145114468828409,1
L5501-2,0.33446765532725103,0
L7377-1,0.2924356172151341,0
L8089-1,0.30753389124930586,0
L8484-1,0.3371259623407722,0
L9085-1,0.29350902346349317,0
L4346-1,0.23577361716371445,0
L3352-1,0.2382475537520905,0
L8606-2,0.20402009531699597,1
L4024-1,0.2036668747598679,1
L4113-2,0.2727159718400628,0
L6396-2,0.24713935820492933,0
L7969-1,0.28839903776840353,0
L8069-1,0.25960379725627797,0
L2447-2,0.3007780879574656,0
L3102-1,0.2137961383024028,1
L3296-1,0.35212889318810403,0
L8763-1,0.20957624560184154,1
L3002-1,0.23700836023137545,0
L3412-1,0.2925643043112604,0
L5614-1,0.20407059256901033,1
L8493-2,0.315536004337785,0
L361-2,0.21218047931206438,1
L6769-2,0.25761668626036227,0
L7073-1,0.22198767278930362,1
L2869-1,0.24475597046512831,0
L7685-1,0.19961271361523353,1
L2128-3,0.2507435636326968,0
L4748-2,0.23204072705317688,0
L5307-2,0.20986826023023572,1
L5318-1,0.24880148236093874,0
L1356-2,0.24851103945944553,0
L3182-1,0.24640731158438844,0
L69-1,0.29316528292578103,0
L3046-1,0.21367421846935808,1
L486-1,0.2574977759673881,0
L7445-1,0.3182056991310215,0
L625-2,0.2090273812973213,1
L5295-2,0.21064268195120597,1
L6596-1,0.20428952138735929,1
L8592-1,0.22050554773210673,1
L7607-1,0.21064268195120597,1
L2826-2,0.2002592775798379,1
L3895-1,0.24781490289439978,0
L6110-1,0.29226408609136995,0
L6481-3,0.19954648803659947,1
L9000-1,0.25837061703940895,0
L463-2,0.35049918448530376,0
L5007-1,0.19431806831817283,1
L6033-2,0.2580728411095622,0
L8730-1,0.23172690916054992,0
L9826-1,0.22245341475374664,1
L619-1,0.23697087836222144,0
L6337-1,0.2148956955574065,1
L6351-2,0.2382663636121527,0
L9043-3,0.3046721191563354,0
L3008-2,0.22311740336901262,1
L6609-2,0.26994970597492884,0
L7439-1,0.2329284011321345,0
L3111-1,0.2700314147162391,0
L4229-1,0.2632658902797297,0
L5365-1,0.21091853628458676,1
L8248-3,0.24903400007891713,0
L4990-2,0.3082185165405648,0
L5695-1,0.3236680399916383,0
L7114-1,0.2839319751161711,0
L968-1,0.32605480892308464,0
L750-2,0.2384545183379937,0
L62-3,0.20383501823517125,1
L5719-1,0.22116537602583858,1
L6741-1,0.2706447267480013,0
L2250-2,0.23678353032251825,0
L3429-1,0.2775733638391537,0
L3775-1,0.2471007930380126,0
L7991-2,0.2754998872799968,0
L9371-2,0.2591856794595637,0
L8475-2,0.2702357547314896,0
L5307-1,0.20986826023023572,1
L9873-1,0.22734935646539403,1
L4735-1,0.2386239448301568,0
L1021-1,0.27591381388706415,0
L4798-1,0.2091644981558651,1
L5793-3,0.27041974397386187,0
L6425-1,0.30165067930251743,0
L9121-2,0.34532640189752434,0
L5468-3,0.19552159917230652,1
L6150-3,0.2030121017101459,1
L1624-1,0.2114883215081391,1
L4443-2,0.260461308773075,0
L1143-1,0.24460273823127057,0
L8361-1,0.2132565920760807,1
L6386-1,0.26282388752056485,0
L1355-1,0.2688889113853684,0
L7793-1,0.22461202533040456,1
L2363-1,0.2686241249002346,0
L7912-1,0.2587679997232473,0
L1220-1,0.2620815969497109,0
L3935-1,0.2622820826520553,0
L4919-1,0.2681967415529732,0
L9933-1,0.20383501823517125,1
L8386-2,0.1967962849122111,1
L8931-1,0.23363281824869922,0
L1114-1,0.26224197760544304,0
L5122-1,0.3915846543144973,0
L5240-1,0.3442961775920007,0
L5810-1,0.21606956622490578,1
L9703-1,0.2780932319058707,0
L7397-1,0.27183294448010514,0
L3704-1,0.22193397820008773,1
L4039-1,0.21181689026349615,1
L4562-3,0.32459893336417683,0
L9276-1,0.25056836396886306,0
L1053-2,0.22604121063858995,1
L1361-1,0.2371020827835024,0
L2488-2,0.34100466333588725,0
L8701-2,0.2841427395304929,0
L9575-3,0.19614181769679814,1
L152-2,0.27514835240415525,0
L3059-1,0.20432321823380484,1
L4008-3,0.3243263327893296,0
L6936-1,0.3171722869772542,0
L101-1,0.2351206366508356,0
L1497-1,0.2241430667731121,1
L7478-1,0.25589599931871904,0
L8765-2,0.2619613529729078,0
L2826-3,0.2002592775798379,1
L1189-4,0.2466768430868697,0
L1234-1,0.22383681669351213,1
L2684-1,0.23742093048748097,0
L4098-2,0.2913431191940767,0
L6915-2,0.23392985759284035,0
L2683-1,0.2554226562586418,0
L3530-4,0.19822543991081173,1
L9089-1,0.2831529677527974,0
L2246-2,0.2570422854184192,0
L4984-1,0.25012100183725433,0
L9496-1,0.25528470626738153,0
L7836-1,0.23986892982296046,0
L8385-1,0.2834896770925011,0
L8732-1,0.2115574628698416,1
L7737-2,0.24808546721347405,0
L3845-1,0.2700314147162391,0
L3423-1,0.2575770455122668,0
L6201-1,0.2022919923777282,1
L8439-1,0.21472088880558232,1
L3405-1,0.21002297713583554,1
L8623-2,0.2351579160588914,0
L9178-2,0.28292162048679,0
L411-1,0.22265066931236552,1
L456-1,0.29168560488168127,0
L2374-1,0.24913092531637646,0
L6203-1,0.25714126026165723,0
L5642-1,0.23717707921414918,0
L1792-2,0.23250276248141175,0
L2626-1,0.20925022978146912,1
L2819-1,0.3326245649953067,0
L4881-2,0.27811403907494575,0
L9904-2,0.23618470339026246,0
L2761-1,0.26170094646866915,0
L5129-1,0.3096789153661849,0
L9904-1,0.23618470339026246,0
L6829-1,0.19774818865670407,1
L9622-3,0.23213308285555587,0
L1771-1,0.2599226570368332,0
L4316-1,0.24552310446475703,0
L4717-1,0.31477545521808536,0
L7002-2,0.22188029289462574,1
L7436-3,0.21363939353276998,1
L275-1,0.29215690913813164,0
L6533-1,0.3118321634313212,0
L7002-1,0.22188029289462574,1
L3028-3,0.21072885800664404,1
L6068-2,0.223980897274367,1
L1427-1,0.20239235818058274,1
L1255-1,0.2454655131919125,0
L4741-2,0.2324287937380594,0
L9001-1,0.21292639337628583,1
L2565-1,0.36914136903288197,0
L3847-1,0.22157625153243382,1
L4296-2,0.26164087639634637,0
L6963-2,0.24916970246869855,0
L816-3,0.31058805129589007,0
L3880-1,0.21160932974387253,1
L3899-1,0.2386992720185137,0
L8184-1,0.21022939657258638,1
L46-1,0.2862555632014551,0
L2352-1,0.2575374087478584,0
L1075-1,0.248433626356577,0
L5610-2,0.23387414273937568,0
L333-1,0.27601735566331365,0
L832-2,0.22426925631853784,1
L4340-3,0.20032568051641628,1
L5617-2,0.2366711705484492,0
L7466-3,0.2864885474856696,0
L1318-1,0.22143327640876848,1
L4004-2,0.22399891198503144,1
L5550-2,0.20511628332762705,1
L487-2,0.23226242405935357,0
L5517-1,0.27337427080061133,0
L8714-2,0.2602816778726526,0
L1835-1,0.3862151665538488,0
L8677-1,0.2024927611389218,1
L1502-2,0.27041974397386187,0
L8823-1,0.26358764672301394,0
L4853-3,0.20930168115901665,1
L8737-1,0.315536004337785,0
L2426-1,0.20100726208401742,1
L6253-1,0.19750167451012587,1
L5404-3,0.23257674763206576,0
L9019-1,0.27035840546742623,0
L169-4,0.2013237049367162,1
L3617-1,0.27327134627367744,0
L529-1,0.2268581765122577,1
L2639-1,0.33731127423651674,0
L6373-5,0.22243548870893137,1
L2128-2,0.2507435636326968,0
